Error: Release Year Invalid         - show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description
Error: No Countries Listed          - s3749,TV Show,El desconocido,,,14-Jun-19,2019,TV-MA,2 Seasons,"Crime TV Shows,International TV Shows,Spanish-Language TV Shows",Based on real events  the fictional story of Mexican drug lord El Chato's number one hitman  El Cholo.
Error: No Countries Listed          - s3790,TV Show,Killer Ratings,,,31-May-19,2019,TV-MA,1 Season,"Crime TV Shows,Docuseries,International TV Shows",Brazilian TV personality and politician Wallace Souza faces accusations of masterminding the violent crimes he reported on and rallied against.
Error: No Countries Listed          - s3797,TV Show,Hyper HardBoiled Gourmet Report,,,24-May-19,2017,TV-MA,1 Season,"Docuseries,International TV Shows",To live is to eat. For people around the world in precarious and dangerous circumstances  eating itself is dangerous  precarious É?? and essential.
Error: No Countries Listed          - s3803,Movie,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"Mike Diva, Akiva Schaffer",,23-May-19,2019,TV-MA,30 min,"Comedies,Music & Musicals,Sports Movies",The Lonely Island spoofs notorious baseball stars Jose Canseco and Mark McGwire in this visual rap album set in the Bash Brothers' 1980s heyday.
Error: No Countries Listed          - s3815,Movie,ReMastered: The Lion's Share,Sam Cullman,,17-May-19,2019,TV-14,84 min,"Documentaries,Music & Musicals","After discovering the family of Solomon Linda  the writer of ""The Lion Sleeps Tonight "" a reporter tries to help them fight for fair compensation."
Error: No Countries Listed          - s3825,TV Show,I Hear You,,,15-May-19,2019,TV-14,1 Season,"International TV Shows,Romantic TV Shows,TV Dramas",Love blooms between a bubbly  aspiring voice actress and a cool  enigmatic violin-maker after they cross paths on a reality TV show.
Error: No Countries Listed          - s3838,TV Show,Jailbirds,,,10-May-19,2019,TV-MA,1 Season,"Docuseries,Reality TV",At the Sacramento County Jail  incarcerated women fight the power and one another as they try to make the best of life É?? and love É?? on the inside.
Error: No Countries Listed          - s3844,TV Show,Away From Home,,,8-May-19,2015,TV-PG,1 Season,"International TV Shows,TV Dramas",A high-achieving 11-year-old student embarks on a journey of self-discovery at a school on a nearby island as he grapples with tensions at home.
Error: No Countries Listed          - s3845,TV Show,Bibik-Bibikku,,,8-May-19,2016,TV-PG,1 Season,"International TV Shows,TV Comedies",When a busy mother and father realize they need help with their two young children  they hire a series of maids  often with humorous results.
Error: No Countries Listed          - s3846,TV Show,Cinta 100KG,,,8-May-19,2016,TV-14,1 Season,"International TV Shows,Romantic TV Shows,TV Dramas",Two female friends  each with confidence issues  help each other search for true love and deal with their romantic rivals.
Error: No Countries Listed          - s3847,TV Show,Cinta Iris,,,8-May-19,2015,TV-PG,1 Season,"International TV Shows,Romantic TV Shows,TV Dramas",Dedicated engineering student Iris succumbs to love and marries  but fate holds both tragedies and triumphs for her personal and professional life.
Error: No Countries Listed          - s3848,TV Show,Cinta Si Wedding Planner,,,8-May-19,2015,TV-14,1 Season,"International TV Shows,Romantic TV Shows,TV Dramas",A wedding planner and an ex-Marine both have been unlucky in love. But a chance meeting and a spat over a parking space soon change all that.
Error: No Countries Listed          - s3849,TV Show,Cinta Teruna Kimchi,,,8-May-19,2016,TV-PG,1 Season,"International TV Shows,TV Dramas",When a young man determines to discover his father's true identity  he faces unexpected realizations that shake his sense of self.
Error: No Countries Listed          - s3850,TV Show,Secret of Success,,,8-May-19,2015,TV-14,1 Season,"International TV Shows,Romantic TV Shows,TV Comedies",An aspiring actor uses a magical book to transport himself inside the movies he had always dreamed of starring in É?? but not without consequences.
Error: No Countries Listed          - s3851,TV Show,The Missing Menu,,,8-May-19,2016,TV-PG,1 Season,"International TV Shows,TV Dramas",A single mom and skilled chef yearns for her children to settle down and offers them life lessons through the special dishes she creates.
Error: No Countries Listed          - s3852,TV Show,Unchained Fate,,,8-May-19,2016,TV-14,1 Season,"International TV Shows,TV Dramas,TV Sci-Fi & Fantasy",A young trio aims to protect the world from evil  armed with magic crystals that allow them to control time  commune with spirits  and more.
Error: No Countries Listed          - s3854,TV Show,I Have a Script,,,7-May-19,2019,TV-14,1 Season,"International TV Shows,TV Comedies,TV Dramas",After the death of a loved one  a woman decides to pursue her passion for writing by penning television scripts.
Error: No Countries Listed          - s3857,TV Show,What If?,,,7-May-19,2019,TV-14,1 Season,"International TV Shows,TV Dramas",Four individuals at a crossroads in life are given the chance to take both paths  and decide which road is best for them.
Error: No Countries Listed          - s3881,TV Show,K.O. One Re-act,,,30-Apr-19,2013,TV-14,1 Season,"International TV Shows,TV Comedies,TV Dramas",As a guardian of space-time order  28-year-old Wang Dadong returns to Bale High School to investigate an anomaly and clashes with King.
Error: No Countries Listed          - s3883,TV Show,KO One Return,,,30-Apr-19,2012,TV-MA,1 Season,"International TV Shows,TV Comedies,TV Dramas",A time quake propels Wang Dadong into the future  where he encounters a classmate named King who presides over the KO One.
Error: No Countries Listed          - s3894,TV Show,The Hateful Eight: Extended Version,Quentin Tarantino,,25-Apr-19,2015,R,1 Season,TV Shows,Trapped at a stagecoach stop as a storm rages outside  two bounty hunters and an outlaw face a gallery of rogues. Features never-before-seen footage.
Error: No Countries Listed          - s3896,Movie,Grass Is Greener,Fab Five Freddie,,20-Apr-19,2019,TV-MA,98 min,"Documentaries,Music & Musicals",It lit up jazz and hip-hop É?? and ignited a war on drugs steeped in racial injustice. Experts explore America's complicated relationship with weed.
Error: No Countries Listed          - s3897,Movie,Bren?? Brown: The Call to Courage,Sandra Restrepo,,19-Apr-19,2019,TV-14,77 min,Documentaries,With humor and empathy  Bren?? Brown discusses what it takes to choose courage over comfort in a culture defined by scarcity  fear and uncertainty.
Error: No Countries Listed          - s3908,Movie,HOMECOMING: A film by Beyonc??,Beyonc?? Knowles-Carter,,17-Apr-19,2019,TV-MA,138 min,"Documentaries,Music & Musicals",This intimate  in-depth look at Beyonc??'s celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.
Error: No Countries Listed          - s3910,Movie,Super Monsters Furever Friends,,,16-Apr-19,2019,TV-Y,59 min,Children & Family Movies,On the first night of spring  the Super Monsters gather for food  fun and games in the park É?? and get to meet their adorable new pets!
Error: No Countries Listed          - s3934,Movie,Petta (Telugu Version),Karthik Subbaraj,,7-Apr-19,2019,TV-14,170 min,"Action & Adventure,Comedies,Dramas",An affable  newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated  violent past.
Error: No Countries Listed          - s3948,Movie,Ricardo Quevedo: Los amargados somos m?≠s,Fernando Ayll??n,,3-Apr-19,2019,TV-MA,59 min,Stand-Up Comedy,From how social media can ruin relationships to the perils of buying a gift for a woman  comic Ricardo Quevedo dissects life's trials and tribulations.
Error: No Countries Listed          - s3954,TV Show,Kicko & Super Speedo,,,1-Apr-19,2018,TV-Y7,1 Season,"Kids' TV,TV Comedies",This high-energy animated series follows a gutsy kid and his trusty race-car pal as they save their city from bad guys and their scary vehicles.
Error: No Countries Listed          - s3969,TV Show,The Terminal,,,29-Mar-19,2018,TV-14,1 Season,"International TV Shows,TV Dramas",Social pressure  a complicated past and a clash of values beset the life of a businessman and his family.
Error: No Countries Listed          - s3977,TV Show,The Eagle of El-Se'eed,,,25-Mar-19,2018,TV-14,1 Season,"Crime TV Shows,International TV Shows,TV Action & Adventure",A police officer and a drug lord become embroiled in a cycle of revenge  each man bent on taking the other down.
Error: No Countries Listed          - s3985,TV Show,The 10 Sins,,,22-Mar-19,2018,TV-14,1 Season,"International TV Shows,TV Dramas",In this social drama of sin and remorse  a man reels at the discovery that his wife has been unfaithful  and gives her an ultimatum.
Error: No Countries Listed          - s3988,Movie,Antoine Griezmann: The Making of a Legend,,,21-Mar-19,2019,TV-PG,60 min,"Documentaries,International Movies,Sports Movies",With heart and determination  Antoine Griezmann overcame his small stature to become one of the worldÉ??s top soccer players and a World Cup champion.
Error: No Countries Listed          - s3997,TV Show,9-Feb,,,20-Mar-19,2018,TV-14,1 Season,"International TV Shows,TV Dramas",As a psychology professor faces Alzheimer's  his daughter and her three close female friends experience romance  marriage  heartbreak and tragedy.
Error: No Countries Listed          - s4013,TV Show,My Pride,,,15-Mar-19,2018,TV-14,1 Season,"International TV Shows,TV Dramas",After their mother's death  Amal and her brothers struggle to live with their authoritarian father  whose cruelty and neglect break the family apart.
Error: No Countries Listed          - s4016,TV Show,The Disappearance of Madeleine McCann,,,15-Mar-19,2019,TV-14,1 Season,"Crime TV Shows,Docuseries",The documentary takes a detailed look at the disappearance of 3-year-old Madeleine McCann  who vanished while on holiday with her family.
Error: No Countries Listed          - s4026,Movie,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Brian Klein,,12-Mar-19,2019,TV-MA,58 min,Stand-Up Comedy,Nothing is off limits as Jimmy Carr serves up the most outrageous jokes from his stand-up career in a special that's not for the faint of heart.
Error: No Countries Listed          - s4030,TV Show,Bangkok Love Stories: Hey You!,,,8-Mar-19,2018,TV-14,1 Season,"International TV Shows,Romantic TV Shows,TV Dramas",A loving couple become rivals when Belle opens a fusion bistro next to her ex-boyfriend KramÉ??s traditional restaurant in BangkokÉ??s chic Ari district.
Error: No Countries Listed          - s4036,TV Show,The Confrontation,,,8-Mar-19,2018,TV-PG,1 Season,"International TV Shows,TV Dramas",A woman struggling with sleep paralysis begins a complicated relationship with the director of a media company  whose colleagues conspire against him.
Error: No Countries Listed          - s4050,Movie,Sarkar,A.R. Murugadoss,,2-Mar-19,2018,TV-MA,162 min,"Action & Adventure,Dramas,International Movies",A ruthless businessmanÉ??s mission to expose electoral fraud brings him into a heated and dangerous political conflict with two corrupt ministers.
Error: No Countries Listed          - s4056,TV Show,Larva Island,,,1-Mar-19,2019,TV-Y7,2 Seasons,"Kids' TV,Korean TV Shows,TV Comedies",Stranded on a tropical island  two silly larva buddies find slapstick fun in everything from discovering food to meeting new animal friends.
Error: No Countries Listed          - s4057,TV Show,Losers,,,1-Mar-19,2019,TV-MA,1 Season,Docuseries,"In a ""winning is everything"" society  how do we handle failure? This series profiles athletes who have turned the agony of defeat into human triumph."
Error: No Countries Listed          - s4062,Movie,Sarvam Thaala Mayam (Tamil Version),Rajiv Menon,,1-Mar-19,2018,TV-14,131 min,"Dramas,International Movies,Music & Musicals",An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist  veteran percussionist.
